ID,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend
8216,0.0,0.0,15.0,327.5,0.0,0.013333333000000001,0.0,0.0,5,2,2,4,2,0,0
8217,0.0,0.0,2.0,0.0,0.0,0.1,0.0,0.0,5,2,2,1,13,0,1
8218,0.0,0.0,64.0,1558.361111,0.0046875,0.021875,0.0,0.0,11,2,4,3,2,0,0
8219,0.0,0.0,17.0,219.5,0.011111111000000002,0.022222222000000003,0.0,0.0,12,3,2,2,13,0,0
8220,1.0,17.33333333,25.0,874.5833332999998,0.0,0.012345678999999998,54.33103704,0.0,5,2,5,2,4,0,1
8221,0.0,0.0,9.0,132.0,0.011111111000000002,0.033333333,0.0,0.0,3,4,1,1,3,0,1
8222,0.0,0.0,40.0,3675.5,0.0,0.016666667,0.0,0.0,11,2,2,8,10,0,0
8223,0.0,0.0,5.0,112.0,0.0,0.02,0.0,0.0,3,3,2,1,2,0,1
8224,0.0,0.0,19.0,1773.375,0.011764706000000002,0.030392157000000003,28.11635484,0.0,11,2,2,1,13,0,0
8225,2.0,11.0,110.0,3211.827706,0.003571429,0.012916667,0.0,0.0,3,2,2,1,2,0,0
8226,3.0,431.33333330000005,336.0,12595.62776,0.0023768120000000003,0.01331553,1.178989949,0.0,11,2,2,1,11,0,0
8227,0.0,0.0,32.0,791.9166667000001,0.0125,0.025520833,0.0,0.0,11,3,2,4,2,0,0
8228,0.0,0.0,5.0,187.5,0.0,0.04,0.0,0.0,12,2,5,8,2,0,1
8229,0.0,0.0,6.0,132.0,0.0,0.033333333,0.0,0.0,5,4,1,3,5,1,0
8230,0.0,0.0,19.0,1834.0833329999998,0.02,0.03125,0.0,0.0,3,2,2,2,10,0,0
8231,1.0,0.0,62.0,2038.772727,0.007070707,0.0254662,17.60269465,0.0,11,2,4,1,10,0,1
8232,6.0,853.75,194.0,6737.271825,0.000123762,0.006138614000000001,0.0,0.0,3,2,5,1,3,0,1
8233,2.0,330.0,7.0,169.5,0.016666667,0.018888889,0.0,0.8,5,3,2,1,3,0,0
8234,0.0,0.0,85.0,1704.580556,0.002930403,0.02539857,0.0,0.0,11,1,2,3,2,0,0
8235,0.0,0.0,5.0,586.0,0.0,0.06,0.0,0.0,11,2,4,9,10,0,1
8236,0.0,0.0,60.0,2072.605556,0.013793103000000001,0.016833856,0.0,0.0,8,2,2,1,2,0,0
8237,0.0,0.0,15.0,168.84615380000002,0.0,0.011764706000000002,0.0,0.4,2,1,1,1,3,0,0
8238,0.0,0.0,7.0,147.25,0.028571429,0.04571428599999999,0.0,0.0,3,1,1,6,3,0,0
8239,1.0,378.8,8.0,230.28,0.0,0.02254902,13.86451214,0.0,9,2,2,3,2,0,1
8240,0.0,0.0,53.0,1783.7916670000002,0.007142857,0.029030612,12.24171745,0.0,12,4,6,1,1,0,1
8241,0.0,0.0,21.0,979.0166667000001,0.0,0.021,0.0,0.0,5,2,2,1,4,0,0
8242,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,2,4,1,1,0,0
8243,0.0,0.0,7.0,117.0,0.0,0.028571429,0.0,0.0,5,2,10,6,1,0,1
8244,0.0,0.0,9.0,1225.5,0.022222222000000003,0.04444444400000001,0.0,0.0,3,1,2,9,1,0,0
8245,0.0,0.0,64.0,4492.311111,0.004761905,0.022705971000000002,0.0,0.0,11,2,2,3,2,0,0
8246,0.0,0.0,16.0,252.0,0.0,0.0044444440000000005,0.0,0.0,5,2,2,4,4,1,1
8247,2.0,146.66666669999998,14.0,1722.5833329999998,0.0,0.031578947,0.0,0.0,11,4,1,3,8,1,0
8248,0.0,0.0,52.0,1300.041667,0.001960784,0.023193277,6.028854102,0.0,11,2,2,2,2,0,1
8249,4.0,168.5,14.0,361.5,0.009090909,0.009090909,0.0,0.0,5,1,1,3,3,0,0
8250,0.0,0.0,3.0,275.0,0.0,0.05,32.89701477,0.0,10,3,2,2,2,1,0
8251,2.0,246.5,52.0,1838.85,0.0037037040000000004,0.014506173,0.0,0.0,12,2,7,3,2,1,0
8252,0.0,0.0,12.0,1226.1,0.022222222000000003,0.037301587000000004,5.0344092510000005,0.0,9,3,2,2,1,0,0
8253,3.0,231.7,24.0,1034.583333,0.0,0.015196078,9.877647059,0.0,5,2,4,3,3,0,0
8254,0.0,0.0,5.0,38.35833333,0.0,0.043915344,0.0,0.0,12,3,2,8,2,0,0
8255,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,0.8,5,1,1,8,5,1,0
8256,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,3,1,1,1,10,0,0
8257,0.0,0.0,7.0,189.2,0.0,0.014285714,78.56959864,0.0,9,3,2,3,2,0,0
8258,0.0,0.0,16.0,597.6,0.0,0.0125,0.0,0.0,3,1,1,3,2,0,0
8259,0.0,0.0,1.0,104.0,0.0,0.1,0.0,0.0,12,2,6,4,1,0,0
8260,2.0,19.0,23.0,2049.75,0.022222222000000003,0.033333333,95.35469341,0.0,12,1,1,2,2,0,0
8261,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,10,1,1,8,1,0,1
8262,0.0,0.0,32.0,2180.933333,0.00625,0.032291667,0.0,0.0,12,4,2,3,1,0,0
8263,0.0,0.0,11.0,143.0,0.0,0.014285714,0.0,0.0,5,2,10,8,2,0,0
8264,0.0,0.0,13.0,226.0,0.0,0.023076923,0.0,0.0,12,2,2,9,8,1,0
8265,0.0,0.0,3.0,558.0,0.0,0.066666667,0.0,0.0,3,4,1,3,1,0,0
8266,1.0,55.0,38.0,1377.409524,0.0008771930000000001,0.018859649,0.0,0.0,5,2,2,2,4,0,0
8267,0.0,0.0,20.0,769.9,0.018181818,0.027272727000000004,0.0,0.0,11,2,10,7,1,0,0
8268,0.0,0.0,5.0,73.0,0.12,0.16,0.0,0.0,11,2,2,2,3,0,0
8269,0.0,0.0,12.0,189.0,0.0,0.014285714,0.0,0.0,12,3,12,3,1,1,0
8270,0.0,0.0,4.0,141.0,0.0,0.05,0.0,0.0,8,4,1,3,3,1,0
8271,3.0,300.0,13.0,509.12142860000006,0.006666666999999999,0.0022222220000000003,40.7932,0.0,3,3,2,7,2,0,1
8272,0.0,0.0,9.0,177.33333330000002,0.066666667,0.088888889,0.0,1.0,5,3,2,4,1,0,1
8273,0.0,0.0,10.0,276.0,0.04444444400000001,0.055555556,0.0,0.0,3,3,2,3,10,0,0
8274,0.0,0.0,4.0,910.0,0.0,0.025,0.0,0.0,3,2,5,1,10,0,0
8275,0.0,0.0,39.0,589.2510658,0.001282051,0.010133221,0.0,0.0,7,1,1,4,4,0,0
8276,1.0,48.35,130.0,3645.9090479999995,0.001459854,0.008515815,10.41358118,0.0,11,2,4,8,2,0,0
8277,0.0,0.0,12.0,697.1666667000001,0.0,0.016666667,0.0,0.6,5,2,4,2,6,0,0
8278,4.0,77.91666667,95.0,2989.780952,0.005882353000000001,0.014513583,12.74039337,0.0,11,3,2,4,1,0,1
8279,0.0,0.0,19.0,686.5833332999999,0.0,0.010526316,0.0,0.0,12,1,1,5,2,0,1
8280,3.0,124.0,12.0,1040.333333,0.0,0.010526316,0.0,0.0,5,2,2,5,2,0,0
8281,0.0,0.0,9.0,230.83333330000002,0.0,0.035714286,0.0,0.0,11,2,2,1,3,0,0
8282,0.0,0.0,62.0,1288.130556,0.0032786890000000004,0.009071038,13.63692586,0.0,11,2,10,1,3,0,0
8283,0.0,0.0,29.0,432.0222222,0.0,0.006896551999999999,0.0,0.0,11,1,1,1,3,1,0
8284,0.0,0.0,19.0,1148.8380949999998,0.012121212,0.025289256,32.06509091,0.0,5,3,2,3,3,0,0
8285,0.0,0.0,6.0,245.0,0.083333333,0.105555556,0.0,0.8,5,3,2,8,13,0,0
8286,0.0,0.0,8.0,221.5,0.0,0.00625,0.0,0.0,12,1,1,1,2,1,0
8287,0.0,0.0,42.0,3333.076068,0.011627907,0.027506986,0.0,0.0,8,1,2,1,2,0,0
8288,0.0,0.0,10.0,195.5,0.0,0.006060606,0.0,0.0,3,1,1,3,2,0,0
8289,0.0,0.0,18.0,230.16666669999998,0.033333333,0.038888888999999996,0.0,0.0,12,2,2,1,1,0,0
8290,0.0,0.0,83.0,1495.580952,0.0,0.002298851,82.12367816,0.0,5,4,1,7,4,1,1
8291,0.0,0.0,2.0,70.0,0.0,0.1,0.0,0.0,5,1,1,1,4,0,1
8292,0.0,0.0,9.0,2081.0,0.04444444400000001,0.1,0.0,0.0,5,2,5,2,1,0,0
8293,0.0,0.0,3.0,1016.5,0.066666667,0.066666667,0.0,0.0,3,3,2,5,1,0,0
8294,0.0,0.0,5.0,74.0,0.0,0.04,0.0,0.0,3,2,2,1,10,0,0
8295,0.0,0.0,3.0,189.0,0.0,0.066666667,0.0,0.0,5,2,2,3,4,0,0
8296,1.0,80.6,180.0,6512.0109520000005,0.002645503,0.012248677,0.0,0.0,9,2,2,1,3,0,0
8297,0.0,0.0,24.0,463.8166666999999,0.002666667,0.015333333000000001,17.84230699,0.0,3,1,1,1,2,0,0
8298,0.0,0.0,6.0,72.0,0.0,0.05,0.0,0.8,5,2,2,4,4,0,0
8299,0.0,0.0,33.0,831.1111111,0.0,0.0125,77.97458009,0.0,12,2,2,4,2,0,1
8300,0.0,0.0,6.0,80.5,0.033333333,0.066666667,0.0,0.0,11,2,2,3,1,0,0
8301,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,2,2,1,13,0,1
8302,0.0,0.0,16.0,283.7214286,0.014473683999999999,0.022222222000000003,0.0,0.0,7,3,2,3,13,0,0
8303,0.0,0.0,11.0,126.66666670000001,0.072727273,0.090909091,0.0,0.4,5,1,1,1,3,0,0
8304,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,11,3,2,1,1,0,0
8305,1.0,30.5,86.0,1789.954762,0.002298851,0.012426564,5.523782302000001,0.0,12,2,6,1,2,0,0
8306,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.4,2,1,1,1,3,0,0
8307,0.0,0.0,15.0,593.75,0.0,0.014285714,92.93949930000001,0.0,11,1,8,3,11,0,1
8308,0.0,0.0,116.0,4426.650649,0.0,0.008064515999999999,84.30663844,0.0,5,2,2,2,6,0,1
8309,0.0,0.0,27.0,954.6666667000002,0.0,0.003846154,0.0,0.0,3,2,2,1,2,0,0
8310,0.0,0.0,7.0,1264.833333,0.073376623,0.07560439599999999,0.0,0.0,12,3,2,1,13,0,0
8311,0.0,0.0,3.0,120.4,0.0,0.0,42.29306752,0.0,10,1,1,3,3,1,0
8312,0.0,0.0,35.0,572.9761905,0.005405405,0.014414413999999999,0.0,0.0,12,3,2,1,3,0,0
8313,0.0,0.0,42.0,1076.977778,0.01097561,0.029430894,0.0,0.6,5,2,2,7,1,0,0
8314,0.0,0.0,9.0,246.5,0.125925926,0.13888888900000002,0.0,0.0,11,1,1,3,1,0,0
8315,0.0,0.0,29.0,669.9679487000001,0.013793103000000001,0.017241378999999998,0.0,0.0,3,1,2,6,2,0,0
8316,0.0,0.0,31.0,731.0,0.0,0.005882353000000001,0.0,0.0,12,2,2,4,2,1,1
8317,0.0,0.0,19.0,620.0333333,0.0,0.007894736999999999,0.0,0.0,2,1,1,4,2,0,0
8318,0.0,0.0,30.0,480.5,0.033333333,0.073333333,0.0,0.0,5,2,2,7,6,0,0
8319,0.0,0.0,3.0,159.0,0.0,0.033333333,0.0,0.0,12,1,1,1,1,0,0
8320,6.0,199.0,40.0,1834.1666670000002,0.0,0.006734694,49.47040982,0.0,3,2,5,3,2,0,0
8321,0.0,0.0,29.0,1352.976722,0.01125,0.024522672000000002,7.91345877,0.0,11,1,1,6,1,0,0
8322,0.0,0.0,19.0,606.8333332999999,0.031578947,0.048245614000000006,0.0,0.0,3,2,2,1,3,0,0
8323,0.0,0.0,21.0,1922.15,0.0,0.009333333000000001,60.62885042,0.0,11,3,2,1,2,1,0
8324,2.0,18.0,53.0,2130.025,0.0,0.010061728,0.0,0.0,5,2,2,3,4,0,0
8325,0.0,0.0,8.0,160.5,0.0,0.025,0.0,0.0,5,2,2,9,3,0,0
8326,0.0,0.0,11.0,976.0,0.0,0.033333333,0.0,0.0,5,2,2,1,1,0,0
8327,3.0,144.0,15.0,280.0833333,0.010526316,0.021052632,0.0,0.0,5,3,2,6,4,0,1
8328,0.0,0.0,12.0,282.75,0.016666667,0.052777778,0.0,0.0,11,2,2,1,13,0,0
8329,2.0,5.0,131.0,5396.264881,0.003928571,0.013640873000000001,7.5134263720000005,0.0,11,2,1,1,2,0,0
8330,0.0,0.0,14.0,879.5,0.0,0.0125,0.0,0.0,12,2,5,4,2,1,1
8331,0.0,0.0,129.0,7669.250794,0.0,0.009135204000000001,0.0,0.0,3,2,2,8,13,0,0
8332,0.0,0.0,2.0,51.0,0.0,0.05,0.0,0.0,5,3,2,1,7,0,1
8333,0.0,0.0,7.0,286.7,0.0,0.008333333,0.0,0.0,8,1,1,7,3,1,0
8334,0.0,0.0,40.0,2046.832418,0.004166667,0.033880952,0.0,0.0,11,1,8,1,11,0,0
8335,0.0,0.0,7.0,277.0,0.0,0.042857143,0.0,0.2,5,2,2,3,4,0,0
8336,0.0,0.0,74.0,1268.266667,0.002702703,0.00954955,0.0,0.0,6,2,2,2,4,0,0
8337,0.0,0.0,25.0,960.0,0.016,0.054666667,0.0,0.4,5,2,2,1,11,0,0
8338,1.0,0.0,19.0,668.7,0.022727273,0.032424242,11.5952257,0.0,11,1,1,3,2,0,0
8339,1.0,191.9,24.0,1592.533333,0.0037037040000000004,0.013580247,5.245868726,0.0,10,3,2,1,5,0,0
8340,0.0,0.0,5.0,145.66666669999998,0.0,0.014285714,0.0,0.0,11,2,2,1,3,0,0
8341,0.0,0.0,102.0,3284.5,0.003921569000000001,0.010359476999999999,0.0,0.0,12,2,2,1,3,0,0
8342,0.0,0.0,19.0,457.9,0.0,0.022222222000000003,0.0,0.0,11,1,1,1,4,0,1
8343,0.0,0.0,36.0,788.5,0.0,0.025,0.0,0.0,11,2,6,3,3,0,0
8344,0.0,0.0,22.0,354.3333333,0.009090909,0.057662338,0.0,0.0,3,1,1,7,2,0,1
8345,0.0,0.0,7.0,56.25,0.033333333,0.066666667,0.0,0.0,11,3,2,1,15,0,1
8346,0.0,0.0,37.0,581.0833332999999,0.005555556,0.026851852000000002,0.0,0.0,11,2,2,2,10,0,1
8347,0.0,0.0,28.0,558.4761905,0.016666667,0.016309524,0.0,0.0,11,1,1,2,2,0,0
8348,0.0,0.0,70.0,2509.25,0.0,0.006428571,11.28411429,0.0,5,2,2,3,1,0,0
8349,0.0,0.0,15.0,756.3333332999999,0.0125,0.0625,29.24325,0.0,3,2,10,3,1,0,0
8350,2.0,12.0,53.0,1854.242845,0.00043289999999999995,0.015548371,22.22165124,0.0,11,3,2,9,6,0,0
8351,8.0,666.7833333,42.0,1822.8416670000001,0.005769231,0.016642012,10.11360897,0.0,5,2,2,3,2,0,0
8352,0.0,0.0,6.0,86.4,0.0,0.028571429,0.0,0.0,11,1,1,3,3,1,0
8353,0.0,0.0,7.0,165.0,0.042857143,0.1,0.0,0.0,3,2,2,2,3,0,0
8354,1.0,7.0,82.0,2378.377381,0.004318937,0.017004257,13.975048300000001,0.0,11,3,2,1,13,0,0
8355,0.0,0.0,40.0,587.6911765,0.005,0.020277778,0.0,0.8,5,2,10,1,3,0,0
8356,0.0,0.0,19.0,230.2,0.0,0.019047619,0.0,0.0,7,2,2,2,2,1,0
8357,0.0,0.0,81.0,7514.790476,0.003821138,0.021883469,0.0,0.0,11,2,2,1,2,0,0
8358,0.0,0.0,6.0,616.5,0.028571429,0.038095238,0.0,0.0,9,3,2,3,4,0,0
8359,0.0,0.0,3.0,324.0,0.0,0.066666667,0.0,0.0,5,4,1,1,4,0,1
8360,0.0,0.0,49.0,1503.4909089999999,0.0,0.0035087720000000003,0.0,0.0,3,2,2,2,2,1,0
8361,0.0,0.0,44.0,670.3,0.012765957,0.023404255,0.0,0.0,5,2,2,4,3,0,0
8362,0.0,0.0,24.0,3181.5,0.002777778,0.027083332999999998,0.0,0.0,11,2,2,1,13,0,1
8363,0.0,0.0,20.0,289.75,0.0,0.025,0.0,0.0,5,1,1,4,3,0,0
8364,0.0,0.0,5.0,186.06666669999998,0.146666667,0.15952381,0.0,0.0,6,3,2,1,13,0,0
8365,0.0,0.0,16.0,402.69047620000003,0.0,0.0125,0.0,0.0,3,2,4,1,1,0,1
8366,0.0,0.0,3.0,50.0,0.0,0.033333333,0.0,0.0,3,2,2,1,2,0,0
8367,0.0,0.0,62.0,4402.25,0.0,0.001041667,246.7585902,0.0,10,4,1,8,2,1,0
8368,0.0,0.0,20.0,363.6666667,0.01,0.016666667,0.0,0.0,3,2,2,1,3,0,1
8369,0.0,0.0,19.0,725.3333332999999,0.010526316,0.023157895,0.0,0.0,5,2,2,3,4,0,0
8370,0.0,0.0,60.0,1516.73,0.007936508,0.01982092,0.0,0.0,8,2,2,4,3,0,1
8371,0.0,0.0,5.0,164.0,0.04,0.08,0.0,0.0,5,2,2,1,3,0,1
8372,0.0,0.0,9.0,115.5,0.018181818,0.018181818,0.0,0.0,5,3,2,9,3,0,1
8373,0.0,0.0,18.0,915.1666667000002,0.021052632,0.036842105,0.0,0.0,3,2,2,4,1,0,0
8374,4.0,285.625,31.0,1622.883333,0.005405405,0.017488397,15.26399679,0.0,12,3,2,1,2,0,0
8375,0.0,0.0,22.0,679.5,0.0,0.014666667,10.07328,0.0,5,2,2,8,3,0,0
8376,0.0,0.0,20.0,562.0071429,0.0,0.00125,0.0,0.0,11,1,1,1,3,0,0
8377,0.0,0.0,13.0,524.0,0.0,0.016666667,45.4642609,0.0,11,2,4,9,8,1,1
8378,1.0,376.0,109.0,2925.677607,0.005504586999999999,0.0156734,0.0,0.0,11,1,2,3,10,0,0
8379,0.0,0.0,2.0,14.6,0.0,0.016666667,0.0,0.0,10,1,1,1,2,1,0
8380,0.0,0.0,82.0,706.2996032000001,0.0,0.002439024,0.0,1.0,5,2,2,4,2,0,1
8381,0.0,0.0,15.0,269.4,0.053333333,0.064444444,0.0,0.0,8,2,2,3,1,0,0
8382,0.0,0.0,33.0,878.6238095000001,0.0,0.02045045,19.365495499999998,0.0,3,2,2,1,2,0,0
8383,0.0,0.0,6.0,60.25,0.033333333,0.066666667,0.0,0.0,11,2,2,7,3,0,0
8384,0.0,0.0,23.0,864.0071429,0.0,0.008,13.52088614,0.0,11,2,4,5,2,0,0
8385,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,12,3,2,1,1,0,1
8386,4.0,181.72222219999998,52.0,2826.790048,0.007258065,0.030060764,0.0,0.0,5,3,2,3,13,0,1
8387,1.0,398.0,129.0,4653.190245000001,0.015662578,0.025219763,6.017563943,0.0,11,3,2,1,3,0,0
8388,0.0,0.0,8.0,517.5,0.0,0.008333333,0.0,0.0,5,4,2,1,6,0,0
8389,0.0,0.0,21.0,499.75,0.00952381,0.033333333,0.0,0.0,11,2,4,3,10,0,0
8390,1.0,23.0,24.0,1614.22619,0.0,0.014285714,0.0,0.0,5,2,2,1,4,0,0
8391,0.0,0.0,97.0,1940.293452,0.01717251,0.032369194,0.0,0.0,11,1,1,3,10,0,1
8392,0.0,0.0,7.0,185.0,0.0,0.009090909,0.0,0.4,5,2,2,4,6,1,0
8393,0.0,0.0,5.0,426.0,0.0,0.014285714,0.0,0.0,5,1,1,4,2,0,1
8394,0.0,0.0,37.0,1384.383333,0.006766917,0.033646617000000004,0.0,0.0,5,2,2,7,13,0,0
8395,0.0,0.0,19.0,539.15,0.010526316,0.003947368,0.0,0.0,11,3,2,3,3,0,0
8396,4.0,590.0,110.0,5442.085417,0.005409356999999999,0.02942233,9.294011981,0.0,11,2,2,4,2,0,1
8397,2.0,23.0,70.0,2218.276547,0.018000000000000002,0.035693651,5.185165143,0.8,5,3,2,3,2,0,0
8398,2.0,50.5,30.0,1089.285714,0.0,0.012952381,23.59811637,0.0,11,2,2,4,2,0,0
8399,0.0,0.0,10.0,203.41666669999998,0.0,0.016666667,0.0,0.0,5,2,2,3,2,0,1
8400,0.0,0.0,7.0,63.0,0.028571429,0.057142857000000005,0.0,0.6,5,2,2,4,13,1,0
8401,0.0,0.0,2.0,19.0,0.0,0.1,0.0,0.0,3,2,2,1,3,0,0
8402,0.0,0.0,5.0,298.0,0.0,0.028571429,0.0,0.8,2,2,2,8,4,0,0
8403,0.0,0.0,8.0,32.2,0.125,0.15,0.0,0.0,6,1,1,1,3,0,0
8404,0.0,0.0,28.0,324.7692308,0.0,0.0017241379999999998,0.0,0.0,3,2,2,1,6,0,0
8405,4.0,116.0,64.0,3179.354257,0.0025316460000000002,0.016289934,4.6419999999999995,0.0,3,2,2,2,2,0,0
8406,0.0,0.0,5.0,63.4,0.0,0.028571429,0.0,0.0,7,4,1,2,2,1,0
8407,0.0,0.0,15.0,734.25,0.0,0.015384615,40.4014481,0.0,12,2,2,9,2,0,0
8408,2.0,76.5,22.0,850.5333332999999,0.004545455,0.03446281,0.0,0.0,3,3,2,3,1,0,0
8409,0.0,0.0,27.0,472.5,0.0,0.015384615,0.0,0.0,12,4,1,3,1,0,1
8410,0.0,0.0,10.0,706.0,0.0,0.011111111000000002,0.0,0.0,5,2,2,8,1,0,1
8411,0.0,0.0,14.0,2425.0,0.0,0.007142857,0.0,0.0,3,2,2,1,3,0,0
8412,0.0,0.0,67.0,2413.754403,0.006153846,0.01030303,0.0,0.0,12,1,1,6,1,0,0
8413,0.0,0.0,82.0,1805.277375,0.0,0.023295607000000003,0.0,0.0,12,1,1,2,2,0,0
8414,0.0,0.0,17.0,364.5416667,0.0,0.041666667000000004,0.0,0.0,12,3,2,8,13,0,0
8415,0.0,0.0,33.0,451.1890072,0.0,0.00240967,0.0,0.0,8,1,1,2,3,0,1
8416,3.0,1830.5,81.0,5000.739116,0.003294118,0.020433155,0.0,0.0,11,2,2,3,2,0,1
8417,0.0,0.0,15.0,176.7666667,0.0125,0.051041667,0.0,0.0,11,2,2,1,2,0,0
8418,0.0,0.0,53.0,2121.311111,0.020754717,0.060754717,0.0,0.0,6,2,2,1,1,0,0
8419,0.0,0.0,3.0,138.0,0.1,0.111111111,0.0,0.0,11,1,1,1,3,0,0
8420,0.0,0.0,8.0,465.83333330000005,0.0,0.024242424,0.0,0.0,3,3,2,3,3,0,1
8421,4.0,406.0,60.0,3121.283333,0.002857143,0.010935374,13.71812571,0.4,5,3,2,3,6,0,0
8422,1.0,16.0,187.0,4987.688889,0.003108808,0.011118588,10.80188719,0.0,5,4,1,2,2,0,0
8423,1.0,87.0,26.0,485.83333330000005,0.008,0.016,0.0,0.0,5,1,1,1,2,0,1
8424,0.0,0.0,2.0,56.5,0.0,0.05,0.0,0.0,11,8,2,1,3,0,0
8425,0.0,0.0,213.0,8125.852287999999,0.002790698,0.017631698,0.0,0.0,12,4,1,1,1,0,1
8426,1.0,14.0,74.0,2408.5797620000003,0.0,0.016621622,0.0,0.0,11,2,2,1,2,0,0
8427,0.0,0.0,80.0,1982.8845239999998,0.0075949369999999995,0.033499443999999996,0.0,0.0,11,2,6,6,1,0,0
8428,0.0,0.0,58.0,1660.354762,0.0035190620000000003,0.018087558,12.59910233,0.0,5,2,1,1,3,0,1
8429,0.0,0.0,13.0,334.96666669999996,0.0,0.007692308,0.0,0.0,2,1,1,1,4,0,1
8430,0.0,0.0,58.0,1645.966667,0.014285714,0.036607142999999995,0.0,0.0,5,2,2,2,1,0,0
8431,0.0,0.0,42.0,922.3,0.019047619,0.034920635,0.0,0.0,8,3,2,8,2,0,0
8432,0.0,0.0,18.0,292.5,0.013888889,0.01957672,0.0,0.0,5,2,2,1,1,0,0
8433,0.0,0.0,10.0,341.25,0.016666667,0.030555556,0.0,0.0,11,3,2,3,10,0,0
8434,0.0,0.0,39.0,609.5,0.0,0.005128205,0.0,0.0,3,2,2,2,2,0,1
8435,0.0,0.0,1.0,0.0,0.0,0.066666667,0.0,0.0,12,1,1,1,8,1,0
8436,0.0,0.0,81.0,2533.833333,0.0025316460000000002,0.010230908,0.0,0.0,5,2,2,3,4,0,0
8437,0.0,0.0,6.0,99.0,0.0,0.008333333,0.0,0.0,10,1,1,6,3,0,0
8438,0.0,0.0,9.0,436.0,0.0,0.025,68.1974018,0.0,12,1,2,2,2,1,0
8439,4.0,81.33333333,29.0,1715.6878969999998,0.010909091000000001,0.027138047000000002,0.0,0.0,3,2,2,9,1,0,0
8440,2.0,70.6,63.0,5245.2776189999995,0.0027397259999999996,0.020091324,0.0,0.0,11,2,2,3,1,0,0
8441,1.0,10.0,18.0,445.0,0.0,0.0035087720000000003,0.0,0.0,11,1,1,4,3,0,0
8442,0.0,0.0,11.0,210.0,0.009090909,0.024242424,0.0,0.0,5,2,2,8,2,0,0
8443,0.0,0.0,9.0,228.5,0.022222222000000003,0.04444444400000001,0.0,0.2,5,3,2,3,3,0,0
8444,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,2,4,3,2,0,0
8445,0.0,0.0,3.0,22.0,0.0,0.066666667,0.0,0.6,2,1,1,3,2,0,0
8446,0.0,0.0,8.0,710.0,0.0,0.025,45.4895,0.8,5,1,1,6,4,0,0
8447,0.0,0.0,12.0,131.5,0.0,0.003076923,0.0,1.0,5,3,2,1,4,0,1
8448,0.0,0.0,20.0,804.25,0.015,0.028333333,0.0,0.0,11,3,2,8,1,0,0
8449,0.0,0.0,13.0,334.5,0.0,0.002666667,0.0,0.0,3,3,2,1,8,1,0
8450,0.0,0.0,61.0,1617.519048,0.013978495,0.030295699,0.0,0.0,11,3,2,8,2,0,1
8451,0.0,0.0,4.0,34.0,0.1,0.15,0.0,0.0,3,3,2,6,1,0,0
8452,0.0,0.0,60.0,1521.15,0.003333333,0.015277778,16.43637285,0.0,11,2,4,1,2,0,0
8453,0.0,0.0,10.0,224.0,0.0,0.01,0.0,0.4,5,2,2,1,4,0,0
8454,1.0,32.66666667,37.0,1012.233333,0.0,0.006910299,33.31220592,0.0,11,2,2,1,2,0,0
8455,0.0,0.0,21.0,706.7,0.052380952,0.074716553,0.0,0.0,11,3,2,3,2,0,0
8456,1.0,46.5,22.0,671.8666667,0.017391304,0.02057971,0.0,0.0,11,3,2,7,10,0,0
8457,0.0,0.0,19.0,623.2,0.022222222000000003,0.04444444400000001,0.0,0.0,7,2,5,4,1,0,1
8458,2.0,722.52,98.0,1717.873278,0.014150943000000001,0.023942797000000002,0.0,0.0,8,3,2,1,4,0,0
8459,2.0,14.2,30.0,2472.24,0.03537037,0.05723545,0.0,0.0,6,1,1,3,3,0,0
8460,0.0,0.0,52.0,1725.9666670000001,0.0,0.031188811,0.0,0.0,11,2,2,1,2,1,0
8461,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,3,2,5,1,1,0,0
8462,0.0,0.0,7.0,63.0,0.028571429,0.071428571,0.0,0.6,2,2,2,1,3,0,0
8463,0.0,0.0,21.0,642.4642857000001,0.028571429,0.057142857000000005,0.0,0.0,12,2,2,6,2,0,1
8464,0.0,0.0,18.0,754.9166667000001,0.0,0.005555556,0.0,0.0,5,3,2,6,2,1,0
8465,0.0,0.0,28.0,363.25,0.0,0.007142857,0.0,0.0,11,2,2,1,3,0,0
8466,1.0,0.0,32.0,2230.600476,0.0125,0.023125,0.0,0.0,7,2,2,9,1,0,0
8467,0.0,0.0,7.0,177.9,0.047619048,0.062857143,0.0,0.0,8,3,2,1,1,0,0
8468,0.0,0.0,9.0,404.5,0.0,0.03,0.0,0.0,11,2,2,1,2,0,0
8469,0.0,0.0,23.0,1046.916667,0.0,0.004347826,17.37391304,0.0,5,2,2,7,1,0,1
